scope	sourceId	predicateId	targetId
synset	awn4-00007846-n	hyponym	awn4-10633021-n
synset	awn4-00007846-n	hyponym	awn4-10646084-n
synset	awn4-00007846-n	hyponym	awn4-10658445-n
synset	awn4-00007846-n	hyponym	awn4-10663166-n
synset	awn4-00007846-n	hyponym	awn4-10675927-n
synset	awn4-00007846-n	hyponym	awn4-10728446-n
synset	awn4-00007846-n	hyponym	awn4-10745370-n
synset	awn4-00007846-n	hyponym	awn4-10745529-n
synset	awn4-00007846-n	hyponym	awn4-10745683-n
synset	awn4-00007846-n	hyponym	awn4-10777293-n
synset	awn4-00007846-n	hyponym	awn4-10791304-n
synset	awn4-00007846-n	mero_part	awn4-04624919-n
synset	awn4-00007846-n	mero_part	awn4-05224424-n
synset	awn4-00008009-s	similar	awn4-00007832-a
synset	awn4-00008055-v	hypernym	awn4-00007739-v
synset	awn4-00008195-v	hypernym	awn4-00007739-v
synset	awn4-00008225-a	similar	awn4-00008462-s
synset	awn4-00008299-v	hypernym	awn4-00994073-v
synset	awn4-00008435-v	hypernym	awn4-00233707-v
synset	awn4-00008462-s	similar	awn4-00008225-a
synset	awn4-00008595-v	hypernym	awn4-00034281-v
synset	awn4-00008792-v	hypernym	awn4-00033592-v
synset	awn4-00008792-v	hypernym	awn4-02169748-v
synset	awn4-00008970-v	hypernym	awn4-00034281-v
synset	awn4-00009065-a	also	awn4-01302836-a
synset	awn4-00009065-a	attribute	awn4-04891137-n
synset	awn4-00009065-a	similar	awn4-00009365-s
synset	awn4-00009065-a	similar	awn4-00009637-s
synset	awn4-00009140-v	hypernym	awn4-01516062-v
synset	awn4-00009140-v	hyponym	awn4-00009485-v
synset	awn4-00009365-s	similar	awn4-00009065-a
synset	awn4-00009485-v	hypernym	awn4-00009140-v
synset	awn4-00009624-v	hypernym	awn4-00010047-v
synset	awn4-00009624-v	hyponym	awn4-00009877-v
synset	awn4-00009624-v	similar	awn4-01895810-v
synset	awn4-00009637-s	similar	awn4-00009065-a
synset	awn4-00009835-r	exemplifies	awn4-07171981-n
synset	awn4-00009877-v	hypernym	awn4-00009624-v
synset	awn4-00009997-a	also	awn4-01300436-a
synset	awn4-00009997-a	attribute	awn4-04893296-n
synset	awn4-00009997-a	similar	awn4-00010404-s
synset	awn4-00009997-a	similar	awn4-00010556-s
synset	awn4-00009997-a	similar	awn4-00010745-s
synset	awn4-00009997-a	similar	awn4-00011179-s
synset	awn4-00009997-a	similar	awn4-00011346-s
synset	awn4-00009997-a	similar	awn4-00011684-s
synset	awn4-00010003-r	exemplifies	awn4-07089193-n
synset	awn4-00010047-v	hypernym	awn4-01835473-v
synset	awn4-00010047-v	hyponym	awn4-00009624-v
synset	awn4-00010047-v	hyponym	awn4-00014027-v
synset	awn4-00010047-v	hyponym	awn4-00014194-v
synset	awn4-00010234-v	hypernym	awn4-00010428-v
synset	awn4-00010234-v	hyponym	awn4-00004819-v
synset	awn4-00010234-v	hyponym	awn4-00007739-v
synset	awn4-00010234-v	hyponym	awn4-00101383-v
synset	awn4-00010234-v	hyponym	awn4-00102545-v
synset	awn4-00010404-s	similar	awn4-00009997-a
synset	awn4-00010428-v	hypernym	awn4-02372362-v
synset	awn4-00010428-v	hyponym	awn4-00010234-v
synset	awn4-00010428-v	hyponym	awn4-00011354-v
synset	awn4-00010428-v	hyponym	awn4-00011544-v
synset	awn4-00010428-v	hyponym	awn4-00011691-v
synset	awn4-00010428-v	hyponym	awn4-00011845-v
synset	awn4-00010428-v	hyponym	awn4-00011975-v
synset	awn4-00010428-v	hyponym	awn4-00012130-v
synset	awn4-00010428-v	hyponym	awn4-00012260-v
synset	awn4-00010428-v	hyponym	awn4-00012427-v
synset	awn4-00010428-v	hyponym	awn4-00012606-v
synset	awn4-00010428-v	hyponym	awn4-00012746-v
synset	awn4-00010428-v	hyponym	awn4-00012847-v
synset	awn4-00010428-v	hyponym	awn4-00012937-v
synset	awn4-00010428-v	hyponym	awn4-00013165-v
synset	awn4-00010428-v	hyponym	awn4-00013321-v
synset	awn4-00010428-v	hyponym	awn4-00013608-v
synset	awn4-00010428-v	hyponym	awn4-00013851-v
synset	awn4-00010428-v	hyponym	awn4-00105308-v
synset	awn4-00010428-v	hyponym	awn4-00106597-v
synset	awn4-00010428-v	hyponym	awn4-00107173-v
synset	awn4-00010428-v	hyponym	awn4-00107272-v
synset	awn4-00010428-v	hyponym	awn4-01725433-v
synset	awn4-00010428-v	hyponym	awn4-01788114-v
synset	awn4-00010428-v	hyponym	awn4-01796002-v
synset	awn4-00010428-v	hyponym	awn4-02015537-v
synset	awn4-00010428-v	hyponym	awn4-02378876-v
synset	awn4-00010428-v	hyponym	awn4-02379663-v
synset	awn4-00010428-v	hyponym	awn4-02382855-v
synset	awn4-00010428-v	hyponym	awn4-02523709-v
synset	awn4-00010428-v	hyponym	awn4-02524291-v
synset	awn4-00010428-v	hyponym	awn4-02524622-v
synset	awn4-00010428-v	hyponym	awn4-02524849-v
synset	awn4-00010428-v	hyponym	awn4-02525556-v
synset	awn4-00010428-v	hyponym	awn4-02584595-v
synset	awn4-00010428-v	hyponym	awn4-02599051-v
synset	awn4-00010428-v	hyponym	awn4-02602905-v
synset	awn4-00010428-v	hyponym	awn4-02606252-v
synset	awn4-00010428-v	hyponym	awn4-02608209-v
synset	awn4-00010428-v	hyponym	awn4-02728891-v
synset	awn4-00010428-v	hyponym	awn4-02757146-v
synset	awn4-00010428-v	hyponym	awn4-90002291-v
