table	leftCategory	rightCategory
AB	P00085	X00178
AB	P00085	X00180
AB	P00085	X00183
AB	P00085	X00190
AB	P00085	X00193
AB	P00085	X00196
AB	P00085	X00207
AB	P00085	X00208
AB	P00085	X00210
AB	P00085	X00212
AB	P00085	X00213
AB	P00085	X00215
AB	P00085	X00216
AB	P00085	X00218
AB	P00085	X00239
AB	P00085	X00241
AB	P00085	X00244
AB	P00085	X00245
AB	P00086	X00116
AB	P00086	X00126
AB	P00086	X00160
AB	P00086	X00171
AB	P00086	X00175
AB	P00086	X00201
AB	P00086	X00219
AB	P00086	X00221
AB	P00086	X00223
AB	P00086	X00224
AB	P00086	X00226
AB	P00086	X00228
AB	P00086	X00246
AB	P00086	X00249
AB	P00086	X00250
AB	P00086	X00251
AB	P00087	X00141
AB	P00087	X00145
AB	P00087	X00162
AB	P00087	X00202
AB	P00087	X00203
AB	P00087	X00229
AB	P00087	X00231
AB	P00087	X00232
AB	P00087	X00233
AB	P00088	X00148
AB	P00088	X00204
AB	P00088	X00205
AB	P00088	X00234
AB	P00088	X00236
AB	P00088	X00237
AB	P00088	X00238
AB	P00089	X00107
AB	P00089	X00112
AB	P00089	X00122
AB	P00089	X00132
AB	P00089	X00152
AB	P00089	X00156
AB	P00089	X00178
AB	P00089	X00180
AB	P00089	X00181
AB	P00089	X00189
AB	P00089	X00192
AB	P00089	X00207
AB	P00089	X00208
AB	P00089	X00210
AB	P00089	X00212
AB	P00089	X00213
AB	P00089	X00215
AB	P00089	X00216
AB	P00089	X00218
AB	P00089	X00239
AB	P00089	X00241
AB	P00089	X00244
AB	P00089	X00245
AB	P00090	X00116
AB	P00090	X00127
AB	P00090	X00160
AB	P00090	X00169
AB	P00090	X00173
AB	P00090	X00176
AB	P00090	X00198
AB	P00090	X00219
AB	P00090	X00221
AB	P00090	X00223
AB	P00090	X00224
AB	P00090	X00226
AB	P00090	X00228
AB	P00090	X00246
AB	P00090	X00249
AB	P00090	X00250
AB	P00090	X00251
AB	P00091	X00141
AB	P00091	X00145
AB	P00091	X00162
AB	P00091	X00202
AB	P00091	X00203
AB	P00091	X00229
AB	P00091	X00231
AB	P00091	X00232
AB	P00091	X00233
AB	P00092	X00148
AB	P00092	X00204
AB	P00092	X00205
AB	P00092	X00234
AB	P00092	X00236
AB	P00092	X00237
AB	P00092	X00238
AB	P00093	X00107
AB	P00093	X00112
AB	P00093	X00122
AB	P00093	X00132
AB	P00093	X00152
AB	P00093	X00156
AB	P00093	X00178
AB	P00093	X00180
AB	P00093	X00181
AB	P00093	X00189
AB	P00093	X00192
AB	P00093	X00207
AB	P00093	X00208
AB	P00093	X00210
AB	P00093	X00212
AB	P00093	X00213
AB	P00093	X00215
AB	P00093	X00216
AB	P00093	X00218
AB	P00093	X00239
AB	P00093	X00241
AB	P00093	X00244
AB	P00093	X00245
AB	P00094	X00116
AB	P00094	X00127
AB	P00094	X00160
AB	P00094	X00169
AB	P00094	X00173
AB	P00094	X00176
AB	P00094	X00198
AB	P00094	X00219
AB	P00094	X00221
AB	P00094	X00223
AB	P00094	X00224
AB	P00094	X00226
AB	P00094	X00228
AB	P00094	X00246
AB	P00094	X00249
AB	P00094	X00250
AB	P00094	X00251
AB	P00095	X00141
AB	P00095	X00145
AB	P00095	X00162
AB	P00095	X00202
AB	P00095	X00203
AB	P00095	X00229
AB	P00095	X00231
AB	P00095	X00232
AB	P00095	X00233
AB	P00096	X00148
AB	P00096	X00204
AB	P00096	X00205
AB	P00096	X00234
AB	P00096	X00236
AB	P00096	X00237
AB	P00096	X00238
AB	P00097	X00107
AB	P00097	X00112
AB	P00097	X00122
AB	P00097	X00132
AB	P00097	X00152
AB	P00097	X00156
AB	P00097	X00178
AB	P00097	X00180
AB	P00097	X00181
AB	P00097	X00189
AB	P00097	X00192
AB	P00097	X00207
AB	P00097	X00208
AB	P00097	X00210
AB	P00097	X00212
AB	P00097	X00213
AB	P00097	X00215
AB	P00097	X00216
AB	P00097	X00218
AB	P00097	X00239
AB	P00097	X00241
AB	P00097	X00244
AB	P00097	X00245
AB	P00098	X00116
AB	P00098	X00127
AB	P00098	X00160
AB	P00098	X00169
AB	P00098	X00173
AB	P00098	X00176
AB	P00098	X00198
AB	P00098	X00219
AB	P00098	X00221
AB	P00098	X00223
AB	P00098	X00224
AB	P00098	X00226
AB	P00098	X00228
AB	P00098	X00246
AB	P00098	X00249
AB	P00098	X00250
AB	P00098	X00251
AB	P00099	X00143
AB	P00099	X00146
AB	P00099	X00164
AB	P00099	X00187
AB	P00099	X00202
AB	P00099	X00203
AB	P00099	X00229
AB	P00099	X00231
AB	P00099	X00232
AB	P00099	X00233
AB	P00100	X00150
AB	P00100	X00204
AB	P00100	X00205
AB	P00100	X00234
AB	P00100	X00236
AB	P00100	X00237
AB	P00100	X00238
AB	P00101	X00109
AB	P00101	X00114
AB	P00101	X00119
AB	P00101	X00120
AB	P00101	X00134
AB	P00101	X00136
AB	P00101	X00152
AB	P00101	X00156
AB	P00101	X00167
AB	P00101	X00178
AB	P00101	X00180
AB	P00101	X00181
AB	P00101	X00190
AB	P00101	X00193
AB	P00101	X00196
AB	P00101	X00207
AB	P00101	X00208
AB	P00101	X00210
AB	P00101	X00212
AB	P00101	X00213
AB	P00101	X00215
AB	P00101	X00216
AB	P00101	X00218
AB	P00101	X00239
AB	P00101	X00241
AB	P00101	X00244
AB	P00101	X00245
AB	P00102	X00118
AB	P00102	X00123
AB	P00102	X00138
AB	P00102	X00160
AB	P00102	X00171
AB	P00102	X00175
AB	P00102	X00201
AB	P00102	X00219
AB	P00102	X00221
AB	P00102	X00223
AB	P00102	X00224
AB	P00102	X00226
AB	P00102	X00228
AB	P00102	X00246
AB	P00102	X00249
AB	P00102	X00250
AB	P00102	X00251
AB	P00103	X00140
AB	P00103	X00144
AB	P00103	X00161
AB	P00103	X00185
AB	P00103	X00202
AB	P00103	X00203
AB	P00103	X00229
AB	P00103	X00231
AB	P00103	X00232
AB	P00103	X00233
AB	P00104	X00147
AB	P00104	X00204
AB	P00104	X00205
AB	P00104	X00234
AB	P00104	X00236
AB	P00104	X00237
AB	P00104	X00238
AB	P00105	X00110
AB	P00105	X00111
AB	P00105	X00121
AB	P00105	X00130
AB	P00105	X00139
AB	P00105	X00153
AB	P00105	X00154
AB	P00105	X00165
AB	P00105	X00178
AB	P00105	X00180
AB	P00105	X00182
AB	P00105	X00188
AB	P00105	X00191
AB	P00105	X00194
AB	P00105	X00207
AB	P00105	X00208
AB	P00105	X00210
AB	P00105	X00212
AB	P00105	X00213
AB	P00105	X00215
AB	P00105	X00216
AB	P00105	X00218
AB	P00105	X00239
AB	P00105	X00241
AB	P00105	X00244
AB	P00105	X00245
AB	P00106	X00115
AB	P00106	X00125
AB	P00106	X00157
AB	P00106	X00158
AB	P00106	X00168
AB	P00106	X00172
AB	P00106	X00197
AB	P00106	X00219
AB	P00106	X00221
AB	P00106	X00223
AB	P00106	X00224
AB	P00106	X00226
AB	P00106	X00228
AB	P00106	X00246
AB	P00106	X00249
AB	P00106	X00250
AB	P00106	X00251
AB	P00107	X00142
AB	P00107	X00163
AB	P00107	X00186
AB	P00107	X00202
AB	P00107	X00203
AB	P00107	X00229
AB	P00107	X00231
AB	P00107	X00232
AB	P00107	X00233
AB	P00108	X00149
AB	P00108	X00204
AB	P00108	X00205
AB	P00108	X00234
AB	P00108	X00236
AB	P00108	X00237
AB	P00108	X00238
AB	P00109	X00108
AB	P00109	X00113
AB	P00109	X00134
AB	P00109	X00136
AB	P00109	X00151
AB	P00109	X00155
AB	P00109	X00166
AB	P00109	X00178
AB	P00109	X00180
AB	P00109	X00195
AB	P00109	X00207
AB	P00109	X00208
AB	P00109	X00210
AB	P00109	X00212
AB	P00109	X00213
AB	P00109	X00214
AB	P00109	X00216
AB	P00109	X00217
AB	P00109	X00239
AB	P00109	X00240
AB	P00109	X00244
AB	P00109	X00245
AB	P00110	X00117
AB	P00110	X00124
AB	P00110	X00138
AB	P00110	X00159
AB	P00110	X00170
AB	P00110	X00174
AB	P00110	X00200
AB	P00110	X00219
AB	P00110	X00221
AB	P00110	X00223
AB	P00110	X00224
AB	P00110	X00225
AB	P00110	X00226
AB	P00110	X00227
AB	P00110	X00246
AB	P00110	X00249
AB	P00110	X00251
AB	P00111	X00140
AB	P00111	X00144
AB	P00111	X00161
AB	P00111	X00185
AB	P00111	X00202
AB	P00111	X00203
AB	P00111	X00229
AB	P00111	X00231
AB	P00111	X00232
AB	P00111	X00233
AB	P00112	X00147
AB	P00112	X00204
AB	P00112	X00205
AB	P00112	X00234
AB	P00112	X00236
AB	P00112	X00237
AB	P00112	X00238
AB	P00113	X00110
AB	P00113	X00111
AB	P00113	X00119
AB	P00113	X00120
AB	P00113	X00134
AB	P00113	X00136
AB	P00113	X00139
AB	P00113	X00153
AB	P00113	X00154
AB	P00113	X00165
AB	P00113	X00178
AB	P00113	X00180
AB	P00113	X00181
AB	P00113	X00188
AB	P00113	X00191
AB	P00113	X00194
AB	P00113	X00207
AB	P00113	X00208
AB	P00113	X00210
AB	P00113	X00212
AB	P00113	X00213
AB	P00113	X00215
AB	P00113	X00216
AB	P00113	X00218
AB	P00113	X00239
AB	P00113	X00241
AB	P00113	X00244
AB	P00113	X00245
AB	P00114	X00115
AB	P00114	X00123
AB	P00114	X00138
AB	P00114	X00157
AB	P00114	X00158
AB	P00114	X00168
AB	P00114	X00172
AB	P00114	X00197
AB	P00114	X00219
AB	P00114	X00221
AB	P00114	X00223
AB	P00114	X00224
AB	P00114	X00226
AB	P00114	X00228
AB	P00114	X00246
AB	P00114	X00249
AB	P00114	X00250
AB	P00114	X00251
AB	P00115	X00143
AB	P00115	X00146
AB	P00115	X00164
AB	P00115	X00187
AB	P00115	X00202
AB	P00115	X00203
AB	P00115	X00229
AB	P00115	X00231
AB	P00115	X00232
AB	P00115	X00233
AB	P00116	X00150
AB	P00116	X00204
AB	P00116	X00205
AB	P00116	X00234
AB	P00116	X00236
AB	P00116	X00237
AB	P00116	X00238
AB	P00117	X00109
AB	P00117	X00114
AB	P00117	X00119
AB	P00117	X00120
AB	P00117	X00129
AB	P00117	X00135
AB	P00117	X00152
AB	P00117	X00156
AB	P00117	X00167
AB	P00117	X00178
AB	P00117	X00180
AB	P00117	X00181
AB	P00117	X00190
AB	P00117	X00193
AB	P00117	X00196
AB	P00117	X00207
AB	P00117	X00208
AB	P00117	X00210
AB	P00117	X00212
AB	P00117	X00213
AB	P00117	X00215
AB	P00117	X00216
AB	P00117	X00218
AB	P00117	X00239
AB	P00117	X00241
AB	P00117	X00244
AB	P00117	X00245
AB	P00118	X00118
AB	P00118	X00123
AB	P00118	X00137
AB	P00118	X00160
AB	P00118	X00171
AB	P00118	X00175
AB	P00118	X00201
AB	P00118	X00219
AB	P00118	X00221
AB	P00118	X00223
AB	P00118	X00224
AB	P00118	X00226
AB	P00118	X00228
AB	P00118	X00246
AB	P00118	X00249
AB	P00118	X00250
AB	P00118	X00251
AB	P00119	X00143
AB	P00119	X00146
AB	P00119	X00164
AB	P00119	X00187
AB	P00119	X00202
AB	P00119	X00203
AB	P00119	X00229
AB	P00119	X00231
AB	P00119	X00232
AB	P00119	X00233
AB	P00120	X00150
AB	P00120	X00204
AB	P00120	X00205
AB	P00120	X00234
AB	P00120	X00236
AB	P00120	X00237
AB	P00120	X00238
AB	P00121	X00109
AB	P00121	X00114
AB	P00121	X00119
AB	P00121	X00120
AB	P00121	X00129
AB	P00121	X00135
AB	P00121	X00152
AB	P00121	X00156
AB	P00121	X00167
AB	P00121	X00178
AB	P00121	X00180
AB	P00121	X00181
AB	P00121	X00190
AB	P00121	X00193
AB	P00121	X00196
AB	P00121	X00207
AB	P00121	X00208
AB	P00121	X00210
AB	P00121	X00212
AB	P00121	X00213
AB	P00121	X00215
AB	P00121	X00216
AB	P00121	X00218
AB	P00121	X00239
AB	P00121	X00241
AB	P00121	X00244
AB	P00121	X00245
AB	P00122	X00118
AB	P00122	X00123
AB	P00122	X00137
AB	P00122	X00160
AB	P00122	X00171
AB	P00122	X00175
AB	P00122	X00201
AB	P00122	X00219
AB	P00122	X00221
AB	P00122	X00223
AB	P00122	X00224
AB	P00122	X00226
AB	P00122	X00228
AB	P00122	X00246
AB	P00122	X00249
AB	P00122	X00250
AB	P00122	X00251
AB	P00123	X00143
AB	P00123	X00146
AB	P00123	X00164
AB	P00123	X00187
AB	P00123	X00202
AB	P00123	X00203
AB	P00123	X00229
AB	P00123	X00231
AB	P00123	X00232
AB	P00123	X00233
AB	P00124	X00150
AB	P00124	X00204
AB	P00124	X00205
AB	P00124	X00234
AB	P00124	X00236
AB	P00124	X00237
AB	P00124	X00238
AB	P00125	X00109
AB	P00125	X00114
AB	P00125	X00119
AB	P00125	X00120
AB	P00125	X00129
AB	P00125	X00135
AB	P00125	X00152
AB	P00125	X00156
AB	P00125	X00167
AB	P00125	X00178
AB	P00125	X00180
AB	P00125	X00181
AB	P00125	X00190
AB	P00125	X00193
AB	P00125	X00196
AB	P00125	X00207
AB	P00125	X00208
AB	P00125	X00210
AB	P00125	X00212
AB	P00125	X00213
AB	P00125	X00215
AB	P00125	X00216
AB	P00125	X00218
AB	P00125	X00239
AB	P00125	X00241
AB	P00125	X00244
AB	P00125	X00245
AB	P00126	X00118
AB	P00126	X00123
AB	P00126	X00137
AB	P00126	X00160
AB	P00126	X00171
AB	P00126	X00175
AB	P00126	X00201
AB	P00126	X00219
AB	P00126	X00221
AB	P00126	X00223
AB	P00126	X00224
AB	P00126	X00226
AB	P00126	X00228
AB	P00126	X00246
AB	P00126	X00249
AB	P00126	X00250
AB	P00126	X00251
AB	P00127	X00143
AB	P00127	X00146
AB	P00127	X00164
AB	P00127	X00187
AB	P00127	X00202
AB	P00127	X00203
AB	P00127	X00229
AB	P00127	X00231
AB	P00127	X00232
AB	P00127	X00233
AB	P00128	X00150
AB	P00128	X00204
AB	P00128	X00205
AB	P00128	X00234
AB	P00128	X00236
AB	P00128	X00237
AB	P00128	X00238
AB	P00129	X00109
AB	P00129	X00114
AB	P00129	X00119
AB	P00129	X00120
AB	P00129	X00129
AB	P00129	X00135
AB	P00129	X00152
AB	P00129	X00156
AB	P00129	X00167
AB	P00129	X00178
AB	P00129	X00180
AB	P00129	X00181
AB	P00129	X00190
AB	P00129	X00193
AB	P00129	X00196
AB	P00129	X00207
AB	P00129	X00208
AB	P00129	X00210
AB	P00129	X00212
AB	P00129	X00213
AB	P00129	X00215
AB	P00129	X00216
AB	P00129	X00218
AB	P00129	X00239
AB	P00129	X00241
AB	P00129	X00244
AB	P00129	X00245
AB	P00130	X00118
AB	P00130	X00123
AB	P00130	X00137
AB	P00130	X00160
AB	P00130	X00171
AB	P00130	X00175
AB	P00130	X00201
AB	P00130	X00219
AB	P00130	X00221
AB	P00130	X00223
AB	P00130	X00224
AB	P00130	X00226
AB	P00130	X00228
AB	P00130	X00246
AB	P00130	X00249
AB	P00130	X00250
AB	P00130	X00251
AB	P00131	X00143
AB	P00131	X00146
AB	P00131	X00164
AB	P00131	X00187
AB	P00131	X00202
AB	P00131	X00203
AB	P00131	X00229
AB	P00131	X00230
AB	P00131	X00232
AB	P00131	X00233
AB	P00132	X00150
AB	P00132	X00204
AB	P00132	X00205
AB	P00132	X00234
AB	P00132	X00235
AB	P00132	X00237
AB	P00132	X00238
AB	P00133	X00109
AB	P00133	X00114
AB	P00133	X00134
AB	P00133	X00136
AB	P00133	X00151
AB	P00133	X00155
AB	P00133	X00167
AB	P00133	X00178
AB	P00133	X00180
AB	P00133	X00190
AB	P00133	X00193
AB	P00133	X00196
AB	P00133	X00206
AB	P00133	X00208
AB	P00133	X00209
AB	P00133	X00211
AB	P00133	X00213
AB	P00133	X00214
AB	P00133	X00216
AB	P00133	X00217
AB	P00133	X00239
AB	P00133	X00240
AB	P00133	X00242
AB	P00133	X00243
AB	P00133	X00244
AB	P00133	X00245
AB	P00134	X00118
AB	P00134	X00124
AB	P00134	X00138
AB	P00134	X00159
AB	P00134	X00171
AB	P00134	X00175
AB	P00134	X00201
AB	P00134	X00219
AB	P00134	X00220
AB	P00134	X00222
AB	P00134	X00224
AB	P00134	X00225
AB	P00134	X00226
AB	P00134	X00227
AB	P00134	X00246
AB	P00134	X00247
AB	P00134	X00248
AB	P00134	X00249
AB	P00134	X00251
AB	P00135	X00143
AB	P00135	X00146
AB	P00135	X00164
AB	P00135	X00187
AB	P00135	X00202
AB	P00135	X00203
AB	P00135	X00229
AB	P00135	X00230
AB	P00135	X00232
AB	P00135	X00233
AB	P00136	X00150
AB	P00136	X00204
AB	P00136	X00205
AB	P00136	X00234
AB	P00136	X00235
AB	P00136	X00237
AB	P00136	X00238
AB	P00137	X00109
AB	P00137	X00114
AB	P00137	X00134
AB	P00137	X00136
AB	P00137	X00151
AB	P00137	X00155
AB	P00137	X00167
AB	P00137	X00178
AB	P00137	X00180
AB	P00137	X00190
AB	P00137	X00193
AB	P00137	X00196
AB	P00137	X00206
AB	P00137	X00208
AB	P00137	X00209
AB	P00137	X00211
AB	P00137	X00213
AB	P00137	X00214
AB	P00137	X00216
AB	P00137	X00217
AB	P00137	X00239
AB	P00137	X00240
AB	P00137	X00242
AB	P00137	X00243
AB	P00137	X00244
AB	P00137	X00245
AB	P00138	X00118
AB	P00138	X00124
AB	P00138	X00138
AB	P00138	X00159
AB	P00138	X00171
AB	P00138	X00175
AB	P00138	X00201
AB	P00138	X00219
AB	P00138	X00220
AB	P00138	X00222
AB	P00138	X00224
AB	P00138	X00225
AB	P00138	X00226
AB	P00138	X00227
AB	P00138	X00246
AB	P00138	X00247
AB	P00138	X00248
AB	P00138	X00249
AB	P00138	X00251
AB	P00139	X00143
AB	P00139	X00146
AB	P00139	X00164
AB	P00139	X00187
AB	P00139	X00202
AB	P00139	X00203
AB	P00139	X00229
AB	P00139	X00230
AB	P00139	X00232
AB	P00139	X00233
AB	P00140	X00150
AB	P00140	X00204
AB	P00140	X00205
AB	P00140	X00234
AB	P00140	X00235
AB	P00140	X00237
AB	P00140	X00238
AB	P00141	X00109
AB	P00141	X00114
AB	P00141	X00134
AB	P00141	X00136
AB	P00141	X00151
AB	P00141	X00155
AB	P00141	X00167
AB	P00141	X00178
AB	P00141	X00180
AB	P00141	X00190
AB	P00141	X00193
AB	P00141	X00196
AB	P00141	X00206
AB	P00141	X00208
AB	P00141	X00209
AB	P00141	X00211
AB	P00141	X00213
AB	P00141	X00214
AB	P00141	X00216
AB	P00141	X00217
AB	P00141	X00239
AB	P00141	X00240
AB	P00141	X00242
AB	P00141	X00243
AB	P00141	X00244
AB	P00141	X00245
AB	P00142	X00118
AB	P00142	X00124
AB	P00142	X00138
AB	P00142	X00159
AB	P00142	X00171
AB	P00142	X00175
AB	P00142	X00201
AB	P00142	X00219
AB	P00142	X00220
AB	P00142	X00222
AB	P00142	X00224
AB	P00142	X00225
AB	P00142	X00226
AB	P00142	X00227
AB	P00142	X00246
AB	P00142	X00247
AB	P00142	X00248
AB	P00142	X00249
AB	P00142	X00251
AB	P00143	X00143
AB	P00143	X00146
AB	P00143	X00164
AB	P00143	X00187
AB	P00143	X00202
AB	P00143	X00203
AB	P00143	X00229
AB	P00143	X00230
AB	P00143	X00232
AB	P00143	X00233
AB	P00144	X00150
AB	P00144	X00204
AB	P00144	X00205
AB	P00144	X00234
AB	P00144	X00235
AB	P00144	X00237
AB	P00144	X00238
AB	P00145	X00109
AB	P00145	X00114
AB	P00145	X00134
AB	P00145	X00136
AB	P00145	X00151
AB	P00145	X00155
AB	P00145	X00167
AB	P00145	X00178
AB	P00145	X00180
AB	P00145	X00190
AB	P00145	X00193
AB	P00145	X00196
AB	P00145	X00206
AB	P00145	X00208
AB	P00145	X00209
AB	P00145	X00211
AB	P00145	X00213
AB	P00145	X00214
AB	P00145	X00216
AB	P00145	X00217
AB	P00145	X00239
AB	P00145	X00240
AB	P00145	X00242
AB	P00145	X00243
AB	P00145	X00244
AB	P00145	X00245
AB	P00146	X00118
AB	P00146	X00124
AB	P00146	X00138
AB	P00146	X00159
AB	P00146	X00171
AB	P00146	X00175
AB	P00146	X00201
AB	P00146	X00219
AB	P00146	X00220
AB	P00146	X00222
AB	P00146	X00224
AB	P00146	X00225
AB	P00146	X00226
AB	P00146	X00227
AB	P00146	X00246
AB	P00146	X00247
AB	P00146	X00248
AB	P00146	X00249
AB	P00146	X00251
AB	P00147	X00143
AB	P00147	X00146
AB	P00147	X00164
AB	P00147	X00187
AB	P00147	X00202
AB	P00147	X00203
AB	P00147	X00229
AB	P00147	X00231
AB	P00147	X00232
AB	P00147	X00233
AB	P00148	X00150
AB	P00148	X00204
AB	P00148	X00205
AB	P00148	X00234
AB	P00148	X00236
AB	P00148	X00237
AB	P00148	X00238
AB	P00149	X00109
AB	P00149	X00114
AB	P00149	X00119
AB	P00149	X00120
AB	P00149	X00134
AB	P00149	X00136
AB	P00149	X00152
AB	P00149	X00156
AB	P00149	X00167
AB	P00149	X00178
AB	P00149	X00180
AB	P00149	X00181
AB	P00149	X00190
AB	P00149	X00193
AB	P00149	X00196
AB	P00149	X00207
AB	P00149	X00208
AB	P00149	X00210
AB	P00149	X00212
AB	P00149	X00213
AB	P00149	X00215
AB	P00149	X00216
AB	P00149	X00218
AB	P00149	X00239
AB	P00149	X00241
AB	P00149	X00244
AB	P00149	X00245
AB	P00150	X00118
AB	P00150	X00123
AB	P00150	X00138
AB	P00150	X00160
AB	P00150	X00171
AB	P00150	X00175
AB	P00150	X00201
AB	P00150	X00219
AB	P00150	X00221
AB	P00150	X00223
AB	P00150	X00224
AB	P00150	X00226
AB	P00150	X00228
AB	P00150	X00246
AB	P00150	X00249
AB	P00150	X00250
AB	P00150	X00251
AB	P00151	X00140
AB	P00151	X00144
AB	P00151	X00161
AB	P00151	X00185
AB	P00151	X00202
AB	P00151	X00203
AB	P00151	X00229
AB	P00151	X00231
AB	P00151	X00232
AB	P00151	X00233
AB	P00152	X00147
AB	P00152	X00204
AB	P00152	X00205
AB	P00152	X00234
AB	P00152	X00236
AB	P00152	X00237
AB	P00152	X00238
AB	P00153	X00110
AB	P00153	X00111
AB	P00153	X00121
AB	P00153	X00130
AB	P00153	X00139
AB	P00153	X00153
AB	P00153	X00154
AB	P00153	X00165
AB	P00153	X00178
AB	P00153	X00180
AB	P00153	X00182
AB	P00153	X00188
AB	P00153	X00191
AB	P00153	X00194
AB	P00153	X00207
AB	P00153	X00208
AB	P00153	X00210
AB	P00153	X00212
AB	P00153	X00213
AB	P00153	X00215
AB	P00153	X00216
AB	P00153	X00218
AB	P00153	X00239
AB	P00153	X00241
AB	P00153	X00244
AB	P00153	X00245
AB	P00154	X00115
AB	P00154	X00125
AB	P00154	X00157
AB	P00154	X00158
AB	P00154	X00168
AB	P00154	X00172
AB	P00154	X00197
AB	P00154	X00219
AB	P00154	X00221
AB	P00154	X00223
AB	P00154	X00224
AB	P00154	X00226
AB	P00154	X00228
AB	P00154	X00246
AB	P00154	X00249
AB	P00154	X00250
AB	P00154	X00251
AB	P00155	X00142
AB	P00155	X00163
AB	P00155	X00186
AB	P00155	X00202
AB	P00155	X00203
AB	P00155	X00229
AB	P00155	X00231
AB	P00155	X00232
AB	P00155	X00233
AB	P00156	X00149
AB	P00156	X00204
AB	P00156	X00205
AB	P00156	X00234
AB	P00156	X00236
AB	P00156	X00237
AB	P00156	X00238
AB	P00157	X00108
AB	P00157	X00113
AB	P00157	X00134
AB	P00157	X00136
AB	P00157	X00151
AB	P00157	X00155
AB	P00157	X00166
AB	P00157	X00178
AB	P00157	X00180
AB	P00157	X00195
AB	P00157	X00207
AB	P00157	X00208
AB	P00157	X00210
AB	P00157	X00212
AB	P00157	X00213
AB	P00157	X00214
AB	P00157	X00216
AB	P00157	X00217
AB	P00157	X00239
AB	P00157	X00240
AB	P00157	X00244
AB	P00157	X00245
AB	P00158	X00117
AB	P00158	X00124
AB	P00158	X00138
AB	P00158	X00159
AB	P00158	X00170
AB	P00158	X00174
AB	P00158	X00200
AB	P00158	X00219
AB	P00158	X00221
AB	P00158	X00223
AB	P00158	X00224
AB	P00158	X00225
AB	P00158	X00226
AB	P00158	X00227
AB	P00158	X00246
AB	P00158	X00249
AB	P00158	X00251
AB	P00159	X00140
AB	P00159	X00144
AB	P00159	X00161
AB	P00159	X00185
AB	P00159	X00202
AB	P00159	X00203
AB	P00159	X00229
AB	P00159	X00231
AB	P00159	X00232
AB	P00159	X00233
AB	P00160	X00147
AB	P00160	X00204
AB	P00160	X00205
AB	P00160	X00234
AB	P00160	X00236
AB	P00160	X00237
AB	P00160	X00238
AB	P00161	X00110
AB	P00161	X00111
AB	P00161	X00119
AB	P00161	X00120
AB	P00161	X00134
AB	P00161	X00136
AB	P00161	X00139
AB	P00161	X00153
AB	P00161	X00154
AB	P00161	X00165
AB	P00161	X00178
AB	P00161	X00180
AB	P00161	X00181
AB	P00161	X00188
AB	P00161	X00191
AB	P00161	X00194
AB	P00161	X00207
AB	P00161	X00208
AB	P00161	X00210
AB	P00161	X00212
AB	P00161	X00213
AB	P00161	X00215
AB	P00161	X00216
AB	P00161	X00218
AB	P00161	X00239
AB	P00161	X00241
AB	P00161	X00244
AB	P00161	X00245
AB	P00162	X00115
AB	P00162	X00123
AB	P00162	X00138
AB	P00162	X00157
AB	P00162	X00158
AB	P00162	X00168
AB	P00162	X00172
AB	P00162	X00197
AB	P00162	X00219
AB	P00162	X00221
AB	P00162	X00223
AB	P00162	X00224
AB	P00162	X00226
AB	P00162	X00228
AB	P00162	X00246
AB	P00162	X00249
AB	P00162	X00250
AB	P00162	X00251
AB	P00163	X00143
AB	P00163	X00146
AB	P00163	X00164
AB	P00163	X00187
AB	P00163	X00202
AB	P00163	X00203
AB	P00163	X00229
AB	P00163	X00231
AB	P00163	X00232
AB	P00163	X00233
AB	P00164	X00150
AB	P00164	X00204
AB	P00164	X00205
AB	P00164	X00234
AB	P00164	X00236
AB	P00164	X00237
AB	P00164	X00238
AB	P00165	X00109
AB	P00165	X00114
AB	P00165	X00119
AB	P00165	X00120
AB	P00165	X00129
AB	P00165	X00135
AB	P00165	X00152
AB	P00165	X00156
AB	P00165	X00167
AB	P00165	X00178
AB	P00165	X00180
AB	P00165	X00181
AB	P00165	X00190
AB	P00165	X00193
AB	P00165	X00196
AB	P00165	X00207
AB	P00165	X00208
AB	P00165	X00210
AB	P00165	X00212
AB	P00165	X00213
AB	P00165	X00215
AB	P00165	X00216
AB	P00165	X00218
AB	P00165	X00239
AB	P00165	X00241
AB	P00165	X00244
AB	P00165	X00245
AB	P00166	X00118
AB	P00166	X00123
AB	P00166	X00137
AB	P00166	X00160
AB	P00166	X00171
AB	P00166	X00175
AB	P00166	X00201
AB	P00166	X00219
AB	P00166	X00221
AB	P00166	X00223
AB	P00166	X00224
AB	P00166	X00226
AB	P00166	X00228
AB	P00166	X00246
AB	P00166	X00249
AB	P00166	X00250
AB	P00166	X00251
AB	P00167	X00143
AB	P00167	X00146
AB	P00167	X00164
AB	P00167	X00187
AB	P00167	X00202
AB	P00167	X00203
AB	P00167	X00229
AB	P00167	X00231
AB	P00167	X00232
AB	P00167	X00233
AB	P00168	X00150
AB	P00168	X00204
AB	P00168	X00205
AB	P00168	X00234
AB	P00168	X00236
AB	P00168	X00237
AB	P00168	X00238
AB	P00169	X00109
AB	P00169	X00114
AB	P00169	X00119
AB	P00169	X00120
AB	P00169	X00129
AB	P00169	X00135
AB	P00169	X00152
AB	P00169	X00156
AB	P00169	X00167
AB	P00169	X00178
AB	P00169	X00180
AB	P00169	X00181
AB	P00169	X00190
AB	P00169	X00193
AB	P00169	X00196
AB	P00169	X00207
AB	P00169	X00208
AB	P00169	X00210
AB	P00169	X00212
AB	P00169	X00213
AB	P00169	X00215
